Tweet Text,Clean Tweet Text,Label,Tweet ID,Type,Author Name,Author Username,Creation Time,Reply Count,Retweet Count,Quote Count,Like Count,View Count,Bookmark Count,Language,Possibly Sensitive,Source,Hashtags,Tweet URL,Media Type,Media URLs,External URLs
"This damage from Hurricane Helene is just devastating. Multiple states, whole towns gone - reminds me so much of the destruction of Katrina.",this damage from hurricane helene is just devastating multiple states whole towns gone reminds me so much of the destruction of katrina,0,1840126536768467220,Tweet,MrsJRT☀️,mrs_jrt,"9/28/2024, 1:28:48 PM",0,1,0,5,264,0,en,No,helene,,https://x.com/mrs_jrt/status/1840126536768467220,,,
"With so many Americans hurting or missing because of Hurricance Helene, and with the greatest destruction of a terrorist group since Al Qaeda happening, its telling that the trending topic on @X is 'christian nationalism'. That tells me leftwing botnets are activated.",with so many americans hurting or missing because of hurricance helene and with the greatest destruction of a terrorist group since al qaeda happening its telling that the trending topic on x is christian nationalism that tells me leftwing botnets are activated,0,1840104412347334688,Tweet,Harold__Finch,HaroldWren22,"9/28/2024, 12:00:54 PM",3,6,0,19,340,0,en,No,helene,,https://x.com/HaroldWren22/status/1840104412347334688,,,
"While Hurricanes Helene missed Tallahassee two days ago, my neighborhood is still without power 😔",while hurricanes helene missed tallahassee two days ago my neighborhood is still without power 😔,1,1840153382004421077,Tweet,Yimeng Li,yimenglipolisci,"9/28/2024, 3:15:29 PM",1,0,0,4,331,0,en,No,helene,,https://x.com/yimenglipolisci/status/1840153382004421077,,,
How did the hurricane take my trees but not everyone’s tr*mp signs???? Very rude of Helene,how did the hurricane take my trees but not everyone’s trmp signs very rude of helene,1,1840128834995401054,Tweet,Destiny ✨,destiesimbestie,"9/28/2024, 1:37:56 PM",4,0,0,8,165,0,en,No,helene,,https://x.com/destiesimbestie/status/1840128834995401054,,,
Hi everyone! Please pray for my family in the Aiken SC area! Hurricane Helene hit hard! Thank you all!🩷,hi everyone please pray for my family in the aiken sc area hurricane helene hit hard thank you all🩷,1,1840130073636028556,Tweet,Kelli Hegeman,KelliH19347,"9/28/2024, 1:42:52 PM",112,62,3,459,5800,0,en,No,helene,,https://x.com/KelliH19347/status/1840130073636028556,,,
Proud of team @RaineyCenter for working tirelessly over the weekend to support our LAMP legislators in areas devastated by #Helene. We are connecting these state and local leaders to immediate disaster relief resources.,proud of team raineycenter for working tirelessly over the weekend to support our lamp legislators in areas devastated by helene we are connecting these state and local leaders to immediate disaster relief resources,0,1840158501995249819,Tweet,Sarah E. Hunt ❤️🌎🇺🇸,sarahehunt01,"9/28/2024, 3:35:50 PM",0,0,0,2,218,0,en,No,helene,#Helene,https://x.com/sarahehunt01/status/1840158501995249819,,,
"Finally heard from my sister in western NC and thank god they’re okay! My BIL’s winery in the river arts district in AVL is probably a total loss, but most importantly they are safe and healthy. Sending all the love to everyone in Helene’s path and hoping everyone is safe.",finally heard from my sister in western nc and thank god they’re okay my bil’s winery in the river arts district in avl is probably a total loss but most importantly they are safe and healthy sending all the love to everyone in helene’s path and hoping everyone is safe,0,1840138833339220006,Tweet,Jennifer Melton,_jennifermelton,"9/28/2024, 2:17:40 PM",0,0,0,5,234,0,en,No,helene,,https://x.com/_jennifermelton/status/1840138833339220006,,,
The devastation from Hurricane Helene through several states is heartbreaking. A big thanks to the people working around the clock to rescue and work on restoring these areas. There will also be extraordinary everyday heros.,the devastation from hurricane helene through several states is heartbreaking a big thanks to the people working around the clock to rescue and work on restoring these areas there will also be extraordinary everyday heros,0,1840171543432708579,Tweet,CherylThaxton,CherylThaxton,"9/28/2024, 4:27:39 PM",1,1,0,6,101,0,en,No,helene,,https://x.com/CherylThaxton/status/1840171543432708579,,,
"Still no power at the house. Thanks Hurricane Helene. 
Chilling at @DanicaAltwood's. 💞",still no power at the house thanks hurricane helene chilling at danicaaltwoods 💞,1,1840130924358328760,Tweet,🦊Kiteera🦊,kiteerakai,"9/28/2024, 1:46:15 PM",2,0,0,8,262,0,en,No,helene,,https://x.com/kiteerakai/status/1840130924358328760,,,
"Have to hand it to the great folks at @NHC_Atlantic — they did a stellar job with Hurricane Helene’s forecast strength and track. 

What I’m most concerned about, again, is the public’s failure to heed warnings and the seriousness of weather events.",have to hand it to the great folks at nhcatlantic — they did a stellar job with hurricane helene’s forecast strength and track what i’m most concerned about again is the public’s failure to heed warnings and the seriousness of weather events,0,1840151979890225403,Tweet,Josh Hjemvick 🇺🇸🇺🇦,JHjemvick,"9/28/2024, 3:09:55 PM",3,0,0,11,467,0,en,No,helene,,https://x.com/JHjemvick/status/1840151979890225403,,,
we got hit pretty bad by hurricane helene &amp; are safe but will be without power for dayssss. i just wanna be able to see all the reneé live updates of her first headliner but service is so spotty here 😭,we got hit pretty bad by hurricane helene amp are safe but will be without power for dayssss i just wanna be able to see all the reneé live updates of her first headliner but service is so spotty here 😭,1,1840179250810290528,Tweet,sav & jordan,reneerappclique,"9/28/2024, 4:58:16 PM",2,0,0,8,356,0,en,No,helene,,https://x.com/reneerappclique/status/1840179250810290528,,,
"Last night, Hurricane Helene made landfall as a Category 4 storm.
 
I've approved emergency requests in Florida, Georgia, Alabama, North Carolina, and South Carolina, and deployed 1,500 response personnel – my Administration stands ready to provide more support as needed.",last night hurricane helene made landfall as a category 4 storm ive approved emergency requests in florida georgia alabama north carolina and south carolina and deployed 1500 response personnel – my administration stands ready to provide more support as needed,0,1839681499412459829,Tweet,President Biden,POTUS,"9/27/2024, 8:00:23 AM",1396,6809,437,35929,1369470,273,en,No,helene,,https://x.com/POTUS/status/1839681499412459829,,,
A lot of weird in world - hope everyone is ok after Helene ❤️❤️,a lot of weird in world hope everyone is ok after helene ❤️❤️,0,1840146257051885884,Tweet,Cameron Hughes,cameroncheers,"9/28/2024, 2:47:10 PM",0,0,0,2,683,0,en,No,helene,,https://x.com/cameroncheers/status/1840146257051885884,,,
"Interesting re: ""Helene"" not a huge rain maker , meaning it didnt drop copious amounts of rain on same area for extended periods 
YET, dams breaking everywhere?
How many of you think perhaps the storm was an excuse to have dams breach by some other means to cause DESTRUCTION",interesting re helene not a huge rain maker meaning it didnt drop copious amounts of rain on same area for extended periods yet dams breaking everywhere how many of you think perhaps the storm was an excuse to have dams breach by some other means to cause destruction,0,1840069779912110472,Tweet,JoeM,GeneralJoeM171,"9/28/2024, 9:43:17 AM",466,998,85,5122,273450,497,en,No,helene,,https://x.com/GeneralJoeM171/status/1840069779912110472,,,
"So Hurricane Helene is wreaking havoc on SC. I’m going on 48 hours with no power, no internet, and no hot water. My basement flooded. I had to throw out everything in my fridge this morning. Roads are blocked off. If power doesn’t restore soon idk what to do other than pray!",so hurricane helene is wreaking havoc on sc i’m going on 48 hours with no power no internet and no hot water my basement flooded i had to throw out everything in my fridge this morning roads are blocked off if power doesn’t restore soon idk what to do other than pray,1,1840124276537450562,Tweet,Dr. Aquasia Shaw,aquasia_shaw,"9/28/2024, 1:19:50 PM",5,1,0,9,750,1,en,No,helene,,https://x.com/aquasia_shaw/status/1840124276537450562,,,
"im heartbroken about western NC being fucked by helene. great region, very scenic, mostly cool people there",im heartbroken about western nc being fucked by helene great region very scenic mostly cool people there,0,1840170429295587707,Tweet,chill n relaxed homie,eagleman42069,"9/28/2024, 4:23:13 PM",2,0,0,15,860,0,en,No,helene,,https://x.com/eagleman42069/status/1840170429295587707,,,
i think it’s very easy to say people in storm zones—particularly helene—are ignoring evacuation orders but the dark reality is that people are broke. people are poor. they can not afford to go anywhere else.,i think it’s very easy to say people in storm zones—particularly helene—are ignoring evacuation orders but the dark reality is that people are broke people are poor they can not afford to go anywhere else,0,1839605681025933386,Tweet,heaven in hiding ✨,offbrandtor,"9/27/2024, 2:59:07 AM",438,11528,429,82996,1625369,1408,en,No,helene,,https://x.com/offbrandtor/status/1839605681025933386,,,
I still don’t think we know the full scale of Helene’s destruction in the southern Appalachians.,i still don’t think we know the full scale of helene’s destruction in the southern appalachians,0,1840136934649176196,Tweet,Curtis L. Tate 🤷‍♂️,tatecurtis,"9/28/2024, 2:10:07 PM",0,0,0,2,112,0,en,No,helene,,https://x.com/tatecurtis/status/1840136934649176196,,,
"With Helene’s damage I have already seen several posts about climate change and HAARP being to blame. If you read your Bible you would know, it’s GOD. 

“And in the morning, It will be foul weather to day: for the sky is red and lowring. O ye hypocrites, ye can discern the face",with helene’s damage i have already seen several posts about climate change and haarp being to blame if you read your bible you would know it’s god “and in the morning it will be foul weather to day for the sky is red and lowring o ye hypocrites ye can discern the face,0,1840132511336173728,Tweet,I Love Yeshua 🕊️,sheloveselohim,"9/28/2024, 1:52:33 PM",0,2,0,5,117,0,en,No,helene,,https://x.com/sheloveselohim/status/1840132511336173728,,,
After this past month and then especially during and after Helene... I have new appreciation for the pine forests in the Deep South.,after this past month and then especially during and after helene i have new appreciation for the pine forests in the deep south,0,1840146298038603850,Tweet,Jim Tang,wxmann,"9/28/2024, 2:47:20 PM",5,0,0,33,2353,0,en,No,helene,,https://x.com/wxmann/status/1840146298038603850,,,
